Date,Time,Latitude,N/S Indicator,Longitude,E/W Indicator,Speed (km/h),Number of Satellites in View,Number of Active Satellites,Active Satellite IDs,Average SNR
2024-09-13,13:48:14,49.18845893333333663,N,-122.84937286666666978,W,9.26,33,32,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB41; GB42; GB45; GB40,35.16 dB
2024-09-13,13:48:15,49.18843770000000148,N,-122.84938169999999502,W,8.11,33,32,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB41; GB42; GB45; GB40,36.41 dB
2024-09-13,13:48:16,49.18842036666666928,N,-122.84938973333333934,W,5.19,33,32,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB41; GB42; GB45; GB40,35.28 dB
2024-09-13,13:48:17,49.18841163333333100,N,-122.84939431666666110,W,3.00,33,32,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB41; GB42; GB45; GB40,35.38 dB
2024-09-13,13:48:18,49.18840416666666471,N,-122.84939919999999347,W,3.88,32,31,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB41; GB42; GB45,36.52 dB
2024-09-13,13:48:19,49.18839411666666450,N,-122.84940911666666352,W,5.49,33,32,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,36.09 dB
2024-09-13,13:48:20,49.18838583333333503,N,-122.84942761666667366,W,7.02,33,32,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,35.91 dB
2024-09-13,13:48:21,49.18838093333333461,N,-122.84946175000000324,W,11.58,32,31,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB41; GB42; GB45,37.06 dB
2024-09-13,13:48:22,49.18838881666666651,N,-122.84951531666666824,W,17.58,33,32,GP2; GP3; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GP4; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB41; GB42; GB45,35.09 dB
2024-09-13,13:48:23,49.18841034999999806,N,-122.84958343333333630,W,21.82,32,31,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,36.19 dB
2024-09-13,13:48:24,49.18843706666666549,N,-122.84966166666666254,W,23.65,32,31,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,36.32 dB
2024-09-13,13:48:25,49.18846479999999843,N,-122.84973908333333270,W,21.96,32,31,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,36.29 dB
2024-09-13,13:48:26,49.18848933333333662,N,-122.84980450000000474,W,17.24,32,31,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,35.77 dB
2024-09-13,13:48:27,49.18850888333333415,N,-122.84985254999999427,W,11.88,32,31,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,36.16 dB
2024-09-13,13:48:28,49.18852365000000049,N,-122.84988216666666005,W,8.74,31,30,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42,36.47 dB
2024-09-13,13:48:29,49.18854541666666336,N,-122.84990911666666591,W,13.77,31,30,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42,36.90 dB
2024-09-13,13:48:30,49.18858335000000181,N,-122.84993006666667270,W,17.83,32,31,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,36.26 dB
2024-09-13,13:48:31,49.18863220000000069,N,-122.84993196666667359,W,20.72,32,31,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,36.52 dB
2024-09-13,13:48:32,49.18868703333333059,N,-122.84992053333333217,W,22.82,32,31,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,36.26 dB
2024-09-13,13:48:33,49.18874298333333428,N,-122.84989926666666804,W,22.74,32,31,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB41; GB42; GB45,37.16 dB
2024-09-13,13:48:34,49.18879729999999739,N,-122.84988048333333666,W,21.11,31,29,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,38.17 dB
2024-09-13,13:48:35,49.18884773333333271,N,-122.84986528333332956,W,19.38,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,37.40 dB
2024-09-13,13:48:36,49.18889264999999966,N,-122.84985511666666014,W,15.75,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,36.87 dB
2024-09-13,13:48:37,49.18892544999999927,N,-122.84984901666666701,W,9.02,33,31,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45; GB40,35.58 dB
2024-09-13,13:48:38,49.18893570000000182,N,-122.84984696666666082,W,0.64,33,31,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB42; GB45; GB41,35.35 dB
2024-09-13,13:48:39,49.18893561666666869,N,-122.84984641666666505,W,0.57,33,31,GP2; GP3; GP4; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB42; GB45; GB41,35.32 dB
2024-09-13,13:48:40,49.18893380000000093,N,-122.84984691666666379,W,0.00,33,31,GP2; GP3; GP4; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB42; GB41; GB45,35.74 dB
2024-09-13,13:48:41,49.18893653333333305,N,-122.84984601666666038,W,4.10,33,31,GP2; GP3; GP4; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA19; GA27; GA29; GA30; GA11; GB14; GB24; GB33; GB40; GB42; GB41; GB45,35.23 dB
2024-09-13,13:48:42,49.18895596666666847,N,-122.84984148333333565,W,11.93,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA27; GA29; GA30; GA11; GB14; GB24; GB33; GB41; GB42; GB45,36.10 dB
2024-09-13,13:48:43,49.18899421666666427,N,-122.84983569999999986,W,18.82,32,31,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP28; GP31; GP32; GP25; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA27; GA29; GA30; GA11; GB14; GB24; GB26; GB33; GB41; GB42; GB45,36.52 dB
2024-09-13,13:48:44,49.18903711666666823,N,-122.84983058333332906,W,14.35,32,31,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA27; GA29; GA30; GA11; GB14; GB24; GB26; GB33; GB41; GB42; GB45,35.32 dB
2024-09-13,13:48:45,49.18906679999999909,N,-122.84982756666666148,W,8.62,32,31,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA27; GA29; GA30; GA11; GB14; GB24; GB26; GB33; GB42; GB41; GB45,35.23 dB
2024-09-13,13:48:46,49.18908239999999665,N,-122.84982606666666527,W,3.50,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA27; GA29; GA30; GA11; GB14; GB24; GB33; GB42; GB41; GB45,35.20 dB
2024-09-13,13:48:47,49.18908848333333594,N,-122.84982535000000325,W,2.03,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP28; GP31; GP32; GP25; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA27; GA29; GA30; GA11; GB14; GB24; GB33; GB42; GB41; GB45,35.60 dB
2024-09-13,13:48:48,49.18909436666666579,N,-122.84982461666666609,W,2.70,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA29; GA30; GA11; GA27; GB14; GB24; GB33; GB42; GB41; GB45,34.97 dB
2024-09-13,13:48:49,49.18910468333333341,N,-122.84982370000000174,W,7.31,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB42; GB41; GB45,35.23 dB
2024-09-13,13:48:50,49.18913046666666844,N,-122.84982171666666773,W,13.67,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB42; GB41; GB45,34.50 dB
2024-09-13,13:48:51,49.18917198333333118,N,-122.84981890000000249,W,19.77,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB42; GB45; GB41,34.17 dB
2024-09-13,13:48:52,49.18922826666666737,N,-122.84981526666666696,W,25.24,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB42; GB45; GB41,33.10 dB
2024-09-13,13:48:53,49.18929674999999690,N,-122.84981038333333458,W,29.82,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB42; GB45; GB41,32.73 dB
2024-09-13,13:48:54,49.18937361666666419,N,-122.84980108333333249,W,31.40,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB41; GB42; GB45,33.27 dB
2024-09-13,13:48:55,49.18945388333333568,N,-122.84978836666667235,W,33.01,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB41; GB42; GB45,32.40 dB
2024-09-13,13:48:56,49.18953766666666638,N,-122.84977698333332796,W,34.03,32,30,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB41; GB42; GB45,32.57 dB
2024-09-13,13:48:57,49.18962283333333119,N,-122.84976821666666069,W,34.39,31,29,GP2; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GP3; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,31.24 dB
2024-09-13,13:48:58,49.18970931666666502,N,-122.84976208333333147,W,35.26,32,30,GP2; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GP3; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB41; GB42; GB45,29.73 dB
2024-09-13,13:48:59,49.18979746666666841,N,-122.84975828333332970,W,35.76,31,29,GP2; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GP3; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA27; GA29; GA30; GB14; GB24; GB33; GB41; GB42; GB45,31.76 dB
2024-09-13,13:49:00,49.18988706666666388,N,-122.84975463333333323,W,36.47,31,30,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA12; GA27; GA29; GA30; GB14; GB24; GB26; GB33; GB41; GB42; GB45,32.43 dB
2024-09-13,13:49:01,49.18997759999999886,N,-122.84975071666666224,W,36.02,31,29,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GA11; GA12; GA27; GA29; GA30; GB14; GB24; GB33; GB42; GB45; GB41,31.62 dB
2024-09-13,13:49:02,49.19006563333333304,N,-122.84974743333333436,W,35.03,33,31,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GB14; GB24; GB33; GB40; GB41; GB42; GB45,30.32 dB
2024-09-13,13:49:03,49.19015385000000151,N,-122.84974501666667379,W,36.62,32,31,GP3; GP4; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA19; GA27; GA29; GA30; GB14; GB24; GB26; GB33; GB40; GB41; GB42; GB45,31.32 dB
2024-09-13,13:49:04,49.19024873333333403,N,-122.84974305000000072,W,39.26,31,29,GP3; GP4; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA12; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,33.10 dB
2024-09-13,13:49:05,49.19034855000000306,N,-122.84974160000000154,W,40.60,31,29,GP3; GP4; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA12; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,31.07 dB
2024-09-13,13:49:06,49.19045081666666874,N,-122.84974361666667164,W,41.27,33,30,GP2; GP3; GP4; GP17; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,30.43 dB
2024-09-13,13:49:07,49.19055469999999985,N,-122.84975048333333802,W,41.51,33,30,GP2; GP3; GP4; GP17; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,29.37 dB
2024-09-13,13:49:08,49.19065723333333295,N,-122.84976803333333351,W,41.31,32,29,GP2; GP3; GP4; GP17; GP19; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,28.93 dB
2024-09-13,13:49:09,49.19075898333333186,N,-122.84979628333333324,W,41.38,32,29,GP2; GP3; GP4; GP17; GP19; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,28.97 dB
2024-09-13,13:49:10,49.19085971666666524,N,-122.84983738333333747,W,41.58,32,30,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,29.63 dB
2024-09-13,13:49:11,49.19095811666666407,N,-122.84989101666666045,W,41.35,32,30,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,30.00 dB
2024-09-13,13:49:12,49.19105191666666599,N,-122.84995641666667154,W,40.92,32,30,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,31.17 dB
2024-09-13,13:49:13,49.19114321666666712,N,-122.85002545000000396,W,39.82,31,29,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,31.69 dB
2024-09-13,13:49:14,49.19122861666666324,N,-122.85009230000000002,W,35.61,31,29,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,31.93 dB
2024-09-13,13:49:15,49.19130223333333163,N,-122.85015111666666598,W,29.14,31,29,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,29.28 dB
2024-09-13,13:49:16,49.19136043333333674,N,-122.85019708333332744,W,23.26,32,31,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB45,29.19 dB
2024-09-13,13:49:17,49.19141068333333067,N,-122.85022850000000005,W,20.44,31,30,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB42; GB45,30.27 dB
2024-09-13,13:49:18,49.19145945000000353,N,-122.85024330000000248,W,18.95,30,30,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA10; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB40; GB41; GB45,32.20 dB
2024-09-13,13:49:19,49.19150661666666480,N,-122.85023820000000683,W,17.82,31,31,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA10; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB45,34.68 dB
2024-09-13,13:49:20,49.19154695000000288,N,-122.85021576666666476,W,16.09,30,30,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA10; GA11; GA12; GA27; GA29; GA33; GB14; GB24; GB26; GB40; GB41; GB45,34.73 dB
2024-09-13,13:49:21,49.19158078333333606,N,-122.85017718333332937,W,17.73,32,32,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA10; GA11; GA12; GA27; GA29; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB45,35.06 dB
2024-09-13,13:49:22,49.19160976666666585,N,-122.85011911666666151,W,19.93,32,31,GP2; GP3; GP4; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL74; GL80; GL86; GL87; GL88; GA10; GA11; GA27; GA29; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB45,35.29 dB
