Date,Time,Latitude,N/S Indicator,Longitude,E/W Indicator,Speed (km/h),Number of Satellites in View,Number of Active Satellites,Active Satellite IDs,Average SNR
2024-09-13,13:24:12,49.14853011666667015,N,-122.90142473333332873,W,0.01,33,33,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP28; GP31; GP32; GP10; GP25; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.88 dB
2024-09-13,13:24:13,49.14853011666667015,N,-122.90142473333332873,W,0.01,33,33,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP28; GP31; GP32; GP10; GP25; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.00 dB
2024-09-13,13:24:14,49.14853010000000211,N,-122.90142466666667076,W,1.54,32,32,GP2; GP3; GP4; GP12; GP19; GP21; GP25; GP28; GP31; GP32; GP10; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.22 dB
2024-09-13,13:24:15,49.14854104999999862,N,-122.90142421666666905,W,7.91,33,33,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GP10; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.52 dB
2024-09-13,13:24:16,49.14856764999999683,N,-122.90142380000000344,W,13.63,33,33,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GP10; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.61 dB
2024-09-13,13:24:17,49.14860781666666867,N,-122.90142394999999453,W,18.54,33,33,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GP10; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.39 dB
2024-09-13,13:24:18,49.14865968333333512,N,-122.90142573333332621,W,22.81,33,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.36 dB
2024-09-13,13:24:19,49.14872110000000305,N,-122.90142885000000206,W,26.59,33,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.33 dB
2024-09-13,13:24:20,49.14879161666666363,N,-122.90143056666666155,W,30.25,33,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.52 dB
2024-09-13,13:24:21,49.14887130000000326,N,-122.90143076666666389,W,33.40,33,33,GP2; GP3; GP4; GP12; GP17; GP21; GP28; GP31; GP32; GP10; GP25; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.33 dB
2024-09-13,13:24:22,49.14895881666666355,N,-122.90143016666667108,W,36.09,33,33,GP2; GP3; GP4; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GP10; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.55 dB
2024-09-13,13:24:23,49.14905336666666358,N,-122.90142951666666704,W,38.80,33,33,GP2; GP3; GP4; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GP10; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.24 dB
2024-09-13,13:24:24,49.14915383333333665,N,-122.90142821666667317,W,41.14,33,33,GP2; GP3; GP4; GP10; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.27 dB
2024-09-13,13:24:25,49.14925983333333193,N,-122.90142751666667209,W,43.20,33,33,GP2; GP3; GP4; GP10; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.52 dB
2024-09-13,13:24:26,49.14937075000000277,N,-122.90142938333333689,W,45.09,33,33,GP2; GP3; GP4; GP10; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.58 dB
2024-09-13,13:24:27,49.14948658333333498,N,-122.90143354999999303,W,46.82,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.45 dB
2024-09-13,13:24:28,49.14960553333333593,N,-122.90144014999999911,W,47.87,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.03 dB
2024-09-13,13:24:29,49.14972724999999798,N,-122.90144768333333047,W,48.52,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.30 dB
2024-09-13,13:24:30,49.14984943333332978,N,-122.90145619999999838,W,48.56,33,32,GP2; GP3; GP4; GP10; GP12; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,39.06 dB
2024-09-13,13:24:31,49.14997160000000065,N,-122.90146336666666116,W,48.71,33,32,GP2; GP3; GP4; GP10; GP12; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.59 dB
2024-09-13,13:24:32,49.15009386666666558,N,-122.90146881666666445,W,48.84,33,32,GP2; GP3; GP4; GP10; GP12; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.13 dB
2024-09-13,13:24:33,49.15021688333333572,N,-122.90147181666667109,W,49.08,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.85 dB
2024-09-13,13:24:34,49.15033973333333250,N,-122.90147263333332717,W,49.16,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.12 dB
2024-09-13,13:24:35,49.15046283333333577,N,-122.90147393333333525,W,49.07,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,35.15 dB
2024-09-13,13:24:36,49.15058636666666558,N,-122.90147518333333210,W,49.32,33,32,GP2; GP3; GP4; GP10; GP12; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,35.56 dB
2024-09-13,13:24:37,49.15071015000000187,N,-122.90147658333333425,W,49.54,33,32,GP2; GP3; GP4; GP10; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,35.38 dB
2024-09-13,13:24:38,49.15083454999999901,N,-122.90147823333333577,W,49.62,33,32,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.44 dB
2024-09-13,13:24:39,49.15095818333333000,N,-122.90147955000000479,W,48.93,33,32,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.88 dB
2024-09-13,13:24:40,49.15108039999999789,N,-122.90148088333333476,W,48.20,33,32,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,35.69 dB
2024-09-13,13:24:41,49.15120068333333592,N,-122.90148154999999974,W,47.72,33,32,GP2; GP3; GP4; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GP10; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.41 dB
2024-09-13,13:24:42,49.15131894999999673,N,-122.90148243333332800,W,46.65,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB45; GB43,37.73 dB
2024-09-13,13:24:43,49.15143458333333371,N,-122.90148374999999703,W,45.32,33,32,GP2; GP3; GP4; GP10; GP12; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.78 dB
2024-09-13,13:24:44,49.15154588333333407,N,-122.90148511666666309,W,43.75,33,32,GP2; GP3; GP4; GP10; GP12; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,35.84 dB
2024-09-13,13:24:45,49.15165248333333636,N,-122.90148696666666694,W,42.16,34,33,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.24 dB
2024-09-13,13:24:46,49.15175626666666631,N,-122.90148768333332896,W,40.75,34,33,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.73 dB
2024-09-13,13:24:47,49.15185616666666846,N,-122.90148578333332807,W,38.94,34,33,GP2; GP3; GP4; GP10; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA33; GA30; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.88 dB
2024-09-13,13:24:48,49.15194933333333438,N,-122.90148073333332945,W,35.40,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.24 dB
2024-09-13,13:24:49,49.15203081666666662,N,-122.90147418333333462,W,29.41,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.00 dB
2024-09-13,13:24:50,49.15209674999999834,N,-122.90146623333333764,W,24.15,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.27 dB
2024-09-13,13:24:51,49.15215271666667007,N,-122.90144840000000670,W,21.83,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.58 dB
2024-09-13,13:24:52,49.15220049999999929,N,-122.90141644999999926,W,20.40,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.70 dB
2024-09-13,13:24:53,49.15224591666666498,N,-122.90139036666666073,W,19.00,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.97 dB
2024-09-13,13:24:54,49.15229156666666910,N,-122.90138790000000313,W,18.26,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.03 dB
2024-09-13,13:24:55,49.15233633333333074,N,-122.90140451666667332,W,19.49,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,39.21 dB
2024-09-13,13:24:56,49.15238201666666384,N,-122.90143513333333658,W,21.26,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,39.79 dB
2024-09-13,13:24:57,49.15243576666666314,N,-122.90145794999999396,W,24.22,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,39.67 dB
2024-09-13,13:24:58,49.15250068333333644,N,-122.90147215000000358,W,28.67,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,40.00 dB
2024-09-13,13:24:59,49.15257739999999842,N,-122.90148138333333350,W,33.20,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,39.42 dB
2024-09-13,13:25:00,49.15266421666666474,N,-122.90148815000000582,W,36.63,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,39.18 dB
2024-09-13,13:25:01,49.15275881666666891,N,-122.90149325000000147,W,38.60,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,39.00 dB
2024-09-13,13:25:02,49.15285591666666676,N,-122.90149741666667182,W,39.10,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.97 dB
2024-09-13,13:25:03,49.15295431666666559,N,-122.90150096666666002,W,39.67,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP28; GP31; GP32; GP25; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.33 dB
2024-09-13,13:25:04,49.15305440000000203,N,-122.90150426666666306,W,40.28,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.85 dB
2024-09-13,13:25:05,49.15315558333333001,N,-122.90150711666666439,W,40.52,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.52 dB
2024-09-13,13:25:06,49.15325794999999687,N,-122.90150881666666294,W,41.66,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.33 dB
2024-09-13,13:25:07,49.15336356666666973,N,-122.90151015000000712,W,42.82,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.03 dB
2024-09-13,13:25:08,49.15347169999999721,N,-122.90151078333333601,W,43.27,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.06 dB
2024-09-13,13:25:09,49.15357901666666862,N,-122.90150968333333026,W,42.33,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.06 dB
2024-09-13,13:25:10,49.15368416666666462,N,-122.90150739999999985,W,41.63,34,33,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GP10; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA29; GA30; GA33; GA27; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.27 dB
2024-09-13,13:25:11,49.15378764999999817,N,-122.90150504999999725,W,41.10,34,33,GP2; GP3; GP4; GP10; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,37.79 dB
2024-09-13,13:25:12,49.15388946666666925,N,-122.90150448333332633,W,40.46,34,33,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GP10; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.55 dB
2024-09-13,13:25:13,49.15399063333333629,N,-122.90150520000000256,W,40.50,34,33,GP2; GP3; GP4; GP12; GP17; GP19; GP21; GP25; GP28; GP31; GP32; GP10; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,36.03 dB
2024-09-13,13:25:14,49.15409211666666778,N,-122.90150671666665971,W,41.03,33,32,GP2; GP3; GP4; GP10; GP19; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA12; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.38 dB
2024-09-13,13:25:15,49.15419523333333274,N,-122.90150863333333575,W,41.79,33,32,GP2; GP3; GP4; GP10; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA12; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.34 dB
2024-09-13,13:25:16,49.15429981666666492,N,-122.90151088333333007,W,42.25,34,33,GP2; GP3; GP4; GP10; GP17; GP21; GP25; GP28; GP31; GP32; GL70; GL71; GL72; GL73; GL80; GL86; GL87; GL88; GA11; GA12; GA19; GA27; GA29; GA30; GA33; GB14; GB24; GB26; GB40; GB41; GB42; GB43; GB45,38.15 dB
